city_name,state_code,start_zip,end_zip
Tipton,TN,38071,38071
Tiptonville,TN,38079,38079
Toone,TN,38381,38381
Townsend,TN,37882,37882
Tracy City,TN,37387,37387
Trade,TN,37691,37691
Trenton,TN,38382,38382
Trezevant,TN,38258,38258
Trimble,TN,38259,38259
Troy,TN,38260,38260
Tullahoma,TN,37388,37388
Turtletown,TN,37391,37391
Unicoi,TN,37692,37692
Union City,TN,38261,38281
Unionville,TN,37180,37180
Vanleer,TN,37181,37181
Viola,TN,37394,37394
Vonore,TN,37885,37885
Walland,TN,37886,37886
Walling,TN,38587,38587
Wartburg,TN,37887,37887
Wartrace,TN,37183,37183
Washburn,TN,37888,37888
Watauga,TN,37694,37694
Watertown,TN,37184,37184
Waverly,TN,37185,37185
Waynesboro,TN,38485,38485
Westmoreland,TN,37186,37186
Westpoint,TN,38486,38486
Westport,TN,38387,38387
White Bluff,TN,37187,37187
White House,TN,37188,37188
White Pine,TN,37890,37890
Whites Creek,TN,37189,37189
Whitesburg,TN,37891,37891
Whiteside,TN,37396,37396
Whiteville,TN,38075,38075
Whitleyville,TN,38588,38588
Whitwell,TN,37397,37397
Wilder,TN,38589,38589
Wildersville,TN,38388,38388
Williamsport,TN,38487,38487
Williston,TN,38076,38076
Winchester,TN,37398,37398
Winfield,TN,37892,37892
Woodbury,TN,37190,37190
Woodland Mills,TN,38271,38271
Woodlawn,TN,37191,37191
Wynnburg,TN,38077,38077
Yorkville,TN,38389,38389
Yuma,TN,38390,38390
Abbott,TX,76621,76621
Abernathy,TX,79311,79311
Abilene,TX,79601,79699
Ace,TX,77326,77326
Ackerly,TX,79713,79713
Addison,TX,75001,75001
Adkins,TX,78101,78101
Adrian,TX,79001,79001
Afton,TX,79220,79220
Agua Dulce,TX,78330,78330
Aiken,TX,79221,79221
Alamo,TX,78516,78516
Alanreed,TX,79002,79002
Alba,TX,75410,75410
Albany,TX,76430,76430
Aledo,TX,76008,76008
Alice,TX,78332,78333
Alief,TX,77411,77411
Allen,TX,75002,75013
Alleyton,TX,78935,78935
Allison,TX,79003,79003
Alpine,TX,79830,79832
Altair,TX,77412,77412
Alto,TX,75925,75925
Alvarado,TX,76009,76009
Alvin,TX,77511,77512
Alvord,TX,76225,76225
Amarillo,TX,79101,79189
Amherst,TX,79312,79312
Anahuac,TX,77514,77514
Anderson,TX,77830,77830
Andrews,TX,79714,79714
Angleton,TX,77515,77516
Anna,TX,75409,75409
Annona,TX,75550,75550
Anson,TX,79501,79501
Anthony,TX,79821,79821
Anton,TX,79313,79313
Apple Springs,TX,75926,75926
Aquilla,TX,76622,76622
Aransas Pass,TX,78335,78336
Archer City,TX,76351,76351
Argyle,TX,76226,76226
Arlington,TX,76001,76096
Armstrong,TX,78338,78338
Arp,TX,75750,75750
Art,TX,76820,76820
Artesia Wells,TX,78001,78001
Arthur City,TX,75411,75411
Asherton,TX,78827,78827
Aspermont,TX,79502,79502
Atascosa,TX,78002,78002
Athens,TX,75751,75752
Atlanta,TX,75551,75551
Aubrey,TX,76227,76227
Austin,TX,73301,78799
Austwell,TX,77950,77950
Avalon,TX,76623,76623
Avery,TX,75554,75554
Avinger,TX,75630,75630
Avoca,TX,79503,79503
Axtell,TX,76624,76624
Azle,TX,76020,76098
Bacliff,TX,77518,77518
Bagwell,TX,75412,75412
Bailey,TX,75413,75413
Baird,TX,79504,79504
Balch Springs,TX,75180,75180
Ballinger,TX,76821,76821
Balmorhea,TX,79718,79718
Bandera,TX,78003,78003
Bangs,TX,76823,76823
Banquete,TX,78339,78339
Bardwell,TX,75101,75101
Barker,TX,77413,77413
Barksdale,TX,78828,78828
Barnhart,TX,76930,76930
Barry,TX,75102,75102
Barstow,TX,79719,79719
Bartlett,TX,76511,76511
Bastrop,TX,78602,78602
Batesville,TX,78829,78829
Batson,TX,77519,77519
Bay City,TX,77404,77414
Bayside,TX,78340,78340
Baytown,TX,77520,77523
Beasley,TX,77417,77417
Beaumont,TX,77701,77726
Beckville,TX,75631,75631
Bedford,TX,76021,76095
Bedias,TX,77831,77831
Beeville,TX,78102,78104
Bellaire,TX,77401,77402
Bellevue,TX,76228,76228
Bells,TX,75414,75414
Bellville,TX,77418,77418
Belmont,TX,78604,78604
Belton,TX,76513,76513
Ben Bolt,TX,78342,78342
Ben Franklin,TX,75415,75415
Ben Wheeler,TX,75754,75754
Benavides,TX,78341,78341
Bend,TX,76824,76824
Benjamin,TX,79505,79505
Berclair,TX,78107,78107
Bergheim,TX,78004,78004
Bertram,TX,78605,78605
Big Bend National Park,TX,79834,79834
Big Lake,TX,76932,76932
Big Sandy,TX,75755,75797
Big Spring,TX,79720,79721
Big Wells,TX,78830,78830
Bigfoot,TX,78005,78005
Bishop,TX,78343,78343
Bivins,TX,75555,75555
Blackwell,TX,79506,79506
Blanco,TX,78606,78606
Blanket,TX,76432,76432
Bledsoe,TX,79314,79314
Bleiblerville,TX,78931,78931
Blessing,TX,77419,77419
Bloomburg,TX,75556,75556
Blooming Grove,TX,76626,76626
Bloomington,TX,77951,77951
Blossom,TX,75416,75416
Blue Ridge,TX,75424,75424
Bluegrove,TX,76352,76352
Bluff Dale,TX,76433,76433
Bluffton,TX,78607,78607
Blum,TX,76627,76627
Boerne,TX,78006,78015
Bogata,TX,75417,75417
Boling,TX,77420,77420
Bon Wier,TX,75928,75928
Bonham,TX,75418,75418
Booker,TX,79005,79005
Borger,TX,79007,79008
Bovina,TX,79009,79009
Bowie,TX,76230,76230
Boyd,TX,76023,76023
Boys Ranch,TX,79010,79010
Brackettville,TX,78832,78832
Brady,TX,76825,76825
Brandon,TX,76628,76628
Brashear,TX,75420,75420
Brazoria,TX,77422,77422
Breckenridge,TX,76424,76424
Bremond,TX,76629,76629
Brenham,TX,77833,77834
Bridge City,TX,77611,77611
Bridgeport,TX,76426,76426
Briggs,TX,78608,78608
Briscoe,TX,79011,79011
Broaddus,TX,75929,75929
Bronson,TX,75930,75930
Bronte,TX,76933,76933
Brookeland,TX,75931,75931
Brookesmith,TX,76827,76827
Brookshire,TX,77423,77423
Brookston,TX,75421,75421
Brownfield,TX,79316,79316
Brownsboro,TX,75756,75756
Brownsville,TX,78520,78526
Brownwood,TX,76801,76804
Bruceville,TX,76630,76630
Bruni,TX,78344,78344
Bryan,TX,77801,77808
Bryson,TX,76427,76427
Buchanan Dam,TX,78609,78609
Buckholts,TX,76518,76518
Buda,TX,78610,78610
Buffalo,TX,75831,75831
Buffalo Gap,TX,79508,79508
Bullard,TX,75757,75757
Bulverde,TX,78163,78163
Buna,TX,77612,77612
Burkburnett,TX,76354,76354
Burkett,TX,76828,76828
Burkeville,TX,75932,75932
Burleson,TX,76028,76097
Burlington,TX,76519,76519
Burnet,TX,78611,78611
Burton,TX,77835,77835
Bushland,TX,79012,79012
Byers,TX,76357,76357
Bynum,TX,76631,76631
Cactus,TX,79013,79013
Caddo,TX,76429,76429
Caddo Mills,TX,75135,75135
Caldwell,TX,77836,77836
Call,TX,75933,75933
Calliham,TX,78007,78007
Calvert,TX,77837,77837
Camden,TX,75934,75934
Cameron,TX,76520,76520
Camp Wood,TX,78833,78833
Campbell,TX,75422,75422
Campbellton,TX,78008,78008
Canadian,TX,79014,79014
Canton,TX,75103,75103
Canutillo,TX,79835,79835
Canyon,TX,79015,79016
Canyon Lake,TX,78133,78133
Carbon,TX,76435,76435
Carlsbad,TX,76934,76934
Carlton,TX,76436,76436
Carmine,TX,78932,78932
Carrizo Springs,TX,78834,78834
Carrollton,TX,75006,75011
Carthage,TX,75633,75633
Cason,TX,75636,75636
Castell,TX,76831,76831
Castroville,TX,78009,78009
Cat Spring,TX,78933,78933
Catarina,TX,78836,78836
Cayuga,TX,75832,75832
Cedar Creek,TX,78612,78612
Cedar Hill,TX,75104,75106
Cedar Lane,TX,77415,77415
Cedar Park,TX,78613,78630
Cee Vee,TX,79223,79223
Celeste,TX,75423,75423
Celina,TX,75009,75009
Center,TX,75935,75935
Center Point,TX,78010,78010
Centerville,TX,75833,75833
Centralia,TX,75834,75834
Chandler,TX,75758,75758
Channelview,TX,77530,77530
Channing,TX,79018,79018
Chapman Ranch,TX,78347,78347
Chappell Hill,TX,77426,77426
Charlotte,TX,78011,78011
Chatfield,TX,75105,75105
Cherokee,TX,76832,76832
Chester,TX,75936,75936
Chico,TX,76431,76431
Chicota,TX,75425,75425
Childress,TX,79201,79201
Chillicothe,TX,79225,79225
Chilton,TX,76632,76632
China,TX,77613,77613
China Spring,TX,76633,76633
Chireno,TX,75937,75937
Chriesman,TX,77838,77838
Christine,TX,78012,78012
Christoval,TX,76935,76935
Cibolo,TX,78108,78108
Cisco,TX,76437,76437
Clarendon,TX,79226,79226
Clarksville,TX,75426,75426
Claude,TX,79019,79019
Clayton,TX,75637,75637
Cleburne,TX,76031,76033
Cleveland,TX,77327,77328
Clifton,TX,76634,76634
Clint,TX,79836,79836
Clute,TX,77531,77531
Clyde,TX,79510,79510
Coahoma,TX,79511,79511
Coldspring,TX,77331,77331
Coleman,TX,76834,76834
College Station,TX,77840,77845
Collegeport,TX,77428,77428
Colleyville,TX,76034,76034
Collinsville,TX,76233,76233
Colmesneil,TX,75938,75938
Colorado City,TX,79512,79512
Columbus,TX,78934,78934
Comanche,TX,76442,76442
Combes,TX,78535,78535
Comfort,TX,78013,78013
Commerce,TX,75428,75429
Como,TX,75431,75431
Comstock,TX,78837,78837
Concan,TX,78838,78838
Concepcion,TX,78349,78349
Concord,TX,77850,77850
Conroe,TX,77301,77385
Converse,TX,78109,78109
Cookville,TX,75558,75558
Coolidge,TX,76635,76635
Cooper,TX,75432,75432
Copeville,TX,75121,75121
Coppell,TX,75019,75099
Copperas Cove,TX,76522,76522
Corpus Christi,TX,78401,78480
Corrigan,TX,75939,75939
Corsicana,TX,75109,75151
Cost,TX,78614,78614
Cotton Center,TX,79021,79021
Cotulla,TX,78014,78014
Coupland,TX,78615,78615
Covington,TX,76636,76636
Coyanosa,TX,79730,79730
Crandall,TX,75114,75114
Crane,TX,79731,79731
Cranfills Gap,TX,76637,76637
Crawford,TX,76638,76638
Cresson,TX,76035,76035
Crockett,TX,75835,75835
Crosby,TX,77532,77532
Crosbyton,TX,79322,79322
Cross Plains,TX,76443,76443
Crowell,TX,79227,79227
Crowley,TX,76036,76036
Crystal City,TX,78839,78839
Cuero,TX,77954,77954
Cumby,TX,75433,75433
Cuney,TX,75759,75759
Cunningham,TX,75434,75434
Cushing,TX,75760,75760
Cypress,TX,77410,77433
D Hanis,TX,78850,78850
Daingerfield,TX,75638,75638
Daisetta,TX,77533,77533
Dale,TX,78616,78616
Dalhart,TX,79022,79022
Dallardsville,TX,77332,77332
Dallas,TX,75201,75398
Damon,TX,77430,77430
Danbury,TX,77534,77534
Danciger,TX,77431,77431
Danevang,TX,77432,77432
Darrouzett,TX,79024,79024
Davilla,TX,76523,76523
Dawn,TX,79025,79025
Dawson,TX,76639,76639
Dayton,TX,77535,77535
De Berry,TX,75639,75639
De Kalb,TX,75559,75559
De Leon,TX,76444,76444
Deanville,TX,77852,77852
Decatur,TX,76234,76234
Deer Park,TX,77536,77536
Del Rio,TX,78840,78847
Del Valle,TX,78617,78617
Dell City,TX,79837,79837
Delmita,TX,78536,78536
Denison,TX,75020,75021
Dennis,TX,76439,76439
Denton,TX,76201,76210
Denver City,TX,79323,79323
Deport,TX,75435,75435
Desdemona,TX,76445,76445
Desoto,TX,75115,75123
Detroit,TX,75436,75436
Devers,TX,77538,77538
Devine,TX,78016,78016
Deweyville,TX,77614,77614
Diana,TX,75640,75640
Diboll,TX,75941,75941
Dickens,TX,79229,79229
Dickinson,TX,77539,77539
Dike,TX,75437,75437
Dilley,TX,78017,78017
Dime Box,TX,77853,77853
Dimmitt,TX,79027,79027
Dinero,TX,78350,78350
Dobbin,TX,77333,77333
Dodd City,TX,75438,75438
Dodge,TX,77334,77334
Dodson,TX,79230,79230
Donie,TX,75838,75838
Donna,TX,78537,78537
Doole,TX,76836,76836
Doss,TX,78618,78618
Doucette,TX,75942,75942
Dougherty,TX,79231,79231
Douglass,TX,75943,75943
Douglassville,TX,75560,75560
Driftwood,TX,78619,78619
Dripping Springs,TX,78620,78620
Driscoll,TX,78351,78351
Dryden,TX,78851,78851
Dublin,TX,76446,76446
Dumas,TX,79029,79029
Duncanville,TX,75116,75138
Dunn,TX,79516,79516
Dyess Afb,TX,79607,79607
Eagle Lake,TX,77434,77434
Eagle Pass,TX,78852,78853
Early,TX,76802,76803
Earth,TX,79031,79031
East Bernard,TX,77435,77435
Eastland,TX,76448,76448
Easton,TX,75641,75641
Ecleto,TX,78111,78111
Ector,TX,75439,75439
Edcouch,TX,78538,78538
Eddy,TX,76524,76524
Eden,TX,76837,76837
Edgewood,TX,75117,75117
Edinburg,TX,78539,78542
Edmonson,TX,79032,79032
Edna,TX,77957,77957
Edroy,TX,78352,78352
Egypt,TX,77436,77436
El Campo,TX,77437,77437
El Indio,TX,78860,78860
El Paso,TX,79901,88595
Eldorado,TX,76936,76936
Electra,TX,76360,76360
Elgin,TX,78621,78621
Elkhart,TX,75839,75839
Ellinger,TX,78938,78938
Elm Mott,TX,76640,76640
Elmaton,TX,77440,77440
Elmendorf,TX,78112,78112
Elmo,TX,75118,75118
Elsa,TX,78543,78543
Elysian Fields,TX,75642,75642
Emory,TX,75440,75440
Encinal,TX,78019,78019
Encino,TX,78353,78353
Energy,TX,76452,76452
Enloe,TX,75441,75441
Ennis,TX,75119,75120
Enochs,TX,79324,79324
Eola,TX,76937,76937
Era,TX,76238,76238
Estelline,TX,79233,79233
Etoile,TX,75944,75944
Euless,TX,76039,76040
Eustace,TX,75124,75124
Evadale,TX,77615,77615
Evant,TX,76525,76525
Fabens,TX,79838,79838
Fairfield,TX,75840,75840
Falcon Heights,TX,78545,78545
Falfurrias,TX,78355,78355
Falls City,TX,78113,78113
Fannin,TX,77960,77960
Farmersville,TX,75442,75442
Farnsworth,TX,79033,79033
Farwell,TX,79325,79325
Fate,TX,75132,75132
Fayetteville,TX,78940,78940
Fentress,TX,78622,78622
Ferris,TX,75125,75125
Fieldton,TX,79326,79326
Fischer,TX,78623,78623
Flat,TX,76526,76526
Flatonia,TX,78941,78941
Flint,TX,75762,75762
Flomot,TX,79234,79234
Florence,TX,76527,76527
Floresville,TX,78114,78114
Flower Mound,TX,75022,75028
Floydada,TX,79235,79235
Fluvanna,TX,79517,79517
Flynn,TX,77855,77855
Follett,TX,79034,79034
Forestburg,TX,76239,76239
Forney,TX,75126,75126
Forreston,TX,76041,76041
Forsan,TX,79733,79733
Fort Bliss,TX,79916,79918
Fort Davis,TX,79734,79734
Fort Hancock,TX,79839,79839
Fort Hood,TX,76544,76544
Fort Mc Kavett,TX,76841,76841
Fort Stockton,TX,79735,79735
Fort Worth,TX,76101,76199
Fowlerton,TX,78021,78021
Francitas,TX,77961,77961
Franklin,TX,77856,77856
Frankston,TX,75763,75763
Fred,TX,77616,77616
Fredericksburg,TX,78624,78624
Fredonia,TX,76842,76842
Freeport,TX,77541,77542
Freer,TX,78357,78357
Fresno,TX,77545,77545
Friendswood,TX,77546,77549
Friona,TX,79035,79035
Frisco,TX,75033,75036
Fritch,TX,79036,79036
Frost,TX,76641,76641
Fruitvale,TX,75127,75127
Fulshear,TX,77441,77441
Fulton,TX,78358,78358
Gail,TX,79738,79738
Gainesville,TX,76240,76241
Galena Park,TX,77547,77547
Gallatin,TX,75764,75764
Galveston,TX,77550,77555
Ganado,TX,77962,77962
Garciasville,TX,78547,78547
Garden City,TX,79739,79739
Gardendale,TX,79758,79758
Garland,TX,75040,75049
Garrison,TX,75946,75946
Garwood,TX,77442,77442
Gary,TX,75643,75643
Gatesville,TX,76528,76599
Gause,TX,77857,77857
George West,TX,78022,78022
Georgetown,TX,78626,78633
Geronimo,TX,78115,78115
Giddings,TX,78942,78942
Gilchrist,TX,77617,77617
Gillett,TX,78116,78116
Gilmer,TX,75644,75645
Girard,TX,79518,79518
Girvin,TX,79740,79740
Gladewater,TX,75647,75647
Glen Flora,TX,77443,77443
Glen Rose,TX,76043,76043
Glidden,TX,78943,78943
Gober,TX,75443,75443
Godley,TX,76044,76044
Golden,TX,75444,75444
Goldsboro,TX,79519,79519
Goldsmith,TX,79741,79741
Goldthwaite,TX,76844,76844
Goliad,TX,77963,77963
Gonzales,TX,78629,78629
Goodfellow Afb,TX,76908,76908
Goodrich,TX,77335,77335
Gordon,TX,76453,76453
Gordonville,TX,76245,76245
Goree,TX,76363,76363
Gorman,TX,76454,76454
Gouldbusk,TX,76845,76845
Graford,TX,76449,76449
Graham,TX,76450,76450
Granbury,TX,76048,76049
Grand Prairie,TX,75050,75054
Grand Saline,TX,75140,75140
Grandfalls,TX,79742,79742
Grandview,TX,76050,76050
Granger,TX,76530,76530
Grapeland,TX,75844,75844
Grapevine,TX,76051,76099
Greenville,TX,75401,75404
Greenwood,TX,76246,76246
Gregory,TX,78359,78359
Groesbeck,TX,76642,76642
Groom,TX,79039,79039
Groves,TX,77619,77619
Groveton,TX,75845,75845
Grulla,TX,78548,78548
Gruver,TX,79040,79040
Guerra,TX,78360,78360
Gunter,TX,75058,75058
Gustine,TX,76455,76455
Guthrie,TX,79236,79236
Guy,TX,77444,77444
Hale Center,TX,79041,79041
Hallettsville,TX,77964,77964
Hallsville,TX,75650,75650
Haltom City,TX,76117,76117
Hamilton,TX,76531,76531
Hamlin,TX,79520,79520
Hamshire,TX,77622,77622
Hankamer,TX,77560,77560
Happy,TX,79042,79042
Hardin,TX,77561,77561
Hargill,TX,78549,78549
Harker Heights,TX,76548,76548
Harleton,TX,75651,75651
Harlingen,TX,78550,78553
Harper,TX,78631,78631
Harrold,TX,76364,76364
Hart,TX,79043,79043
Hartley,TX,79044,79044
Harwood,TX,78632,78632
Haskell,TX,79521,79521
Haslet,TX,76052,76052
Hawkins,TX,75765,75765
Hawley,TX,79525,79525
Hearne,TX,77859,77859
Hebbronville,TX,78361,78361
Hedley,TX,79237,79237
Heidenheimer,TX,76533,76533
Helotes,TX,78023,78023
Hemphill,TX,75948,75948
Hempstead,TX,77445,77445
Henderson,TX,75652,75654
Henrietta,TX,76365,76365
Hereford,TX,79045,79045
Hermleigh,TX,79526,79526
Hewitt,TX,76643,76643
Hext,TX,76848,76848
Hico,TX,76457,76457
Hidalgo,TX,78557,78557
Higgins,TX,79046,79046
High Island,TX,77623,77623
Highlands,TX,77562,77562
Hillister,TX,77624,77624
Hillsboro,TX,76645,76645
Hitchcock,TX,77563,77563
Hobson,TX,78117,78117
Hochheim,TX,77967,77967
Hockley,TX,77447,77447
Holland,TX,76534,76534
Holliday,TX,76366,76366
Hondo,TX,78861,78861
Honey Grove,TX,75446,75446
Hooks,TX,75561,75561
Horseshoe Bay,TX,78657,78657
Houston,TX,77001,77299
Howe,TX,75459,75459
Hubbard,TX,76648,76648
Huffman,TX,77336,77336
Hufsmith,TX,77337,77337
Hughes Springs,TX,75656,75656
Hull,TX,77564,77564
Humble,TX,77338,77396
Hungerford,TX,77448,77448
Hunt,TX,78024,78024
Huntington,TX,75949,75949
Huntsville,TX,77320,77349
Hurst,TX,76053,76054
Hutchins,TX,75141,75141
Hutto,TX,78634,78634
Hye,TX,78635,78635
Idalou,TX,79329,79329
Imperial,TX,79743,79743
Industry,TX,78944,78944
Inez,TX,77968,77968
Ingleside,TX,78362,78362
Ingram,TX,78025,78025
Iola,TX,77861,77861
Iowa Park,TX,76367,76367
Ira,TX,79527,79527
Iraan,TX,79744,79744
Iredell,TX,76649,76649
Irene,TX,76650,76650
Irving,TX,75014,75064
Italy,TX,76651,76651
Itasca,TX,76055,76055
Ivanhoe,TX,75447,75447
Jacksboro,TX,76458,76458
Jacksonville,TX,75766,75766
Jarrell,TX,76537,76537
Jasper,TX,75951,75951
Jayton,TX,79528,79528
Jbsa Ft Sam Houston,TX,78234,78234
Jbsa Lackland,TX,78236,78236
Jbsa Randolph,TX,78150,78150
Jefferson,TX,75657,75657
Jermyn,TX,76459,76459
Jewett,TX,75846,75846
Joaquin,TX,75954,75954
Johnson City,TX,78636,78636
Joinerville,TX,75658,75658
Jonesboro,TX,76538,76538
Jonesville,TX,75659,75659
Josephine,TX,75164,75164
Joshua,TX,76058,76058
Jourdanton,TX,78026,78026
Judson,TX,75660,75660
Junction,TX,76849,76849
Justiceburg,TX,79330,79330
Justin,TX,76247,76247
Kamay,TX,76369,76369
Karnack,TX,75661,75661
Karnes City,TX,78118,78118
Katy,TX,77449,77494
Kaufman,TX,75142,75142
Keene,TX,76059,76059
Keller,TX,76244,76248
Kemah,TX,77565,77565
Kemp,TX,75143,75143
Kempner,TX,76539,76539
Kendalia,TX,78027,78027
Kendleton,TX,77451,77451
Kenedy,TX,78119,78119
Kennard,TX,75847,75847
Kennedale,TX,76060,76060
Kenney,TX,77452,77452
Kerens,TX,75144,75144
Kermit,TX,79745,79745
Kerrick,TX,79051,79051
Kerrville,TX,78028,78029
Kildare,TX,75562,75562
Kilgore,TX,75662,75663
Killeen,TX,76540,76549
Kingsbury,TX,78638,78638
Kingsland,TX,78639,78639
Kingsville,TX,78363,78364
Kingwood,TX,77325,77345
Kirbyville,TX,75956,75956
Kirvin,TX,75848,75848
Klondike,TX,75448,75448
Knickerbocker,TX,76939,76939
Knippa,TX,78870,78870
Knott,TX,79748,79748
Knox City,TX,79529,79529
Kopperl,TX,76652,76652
Kosse,TX,76653,76653
Kountze,TX,77625,77625
Kress,TX,79052,79052
Krum,TX,76249,76249
Kurten,TX,77862,77862
Kyle,TX,78640,78640
La Blanca,TX,78558,78558
La Coste,TX,78039,78039
La Feria,TX,78559,78559
La Grange,TX,78945,78945
La Joya,TX,78560,78560
La Marque,TX,77568,77568
La Porte,TX,77571,77572
La Pryor,TX,78872,78872
La Salle,TX,77969,77969
La Vernia,TX,78121,78121
La Villa,TX,78562,78562
La Ward,TX,77970,77970
Ladonia,TX,75449,75449
Laguna Park,TX,76644,76644
Laird Hill,TX,75666,75666
Lake Creek,TX,75450,75450
Lake Dallas,TX,75065,75065
Lake Jackson,TX,77566,77566
Lakeview,TX,79239,79239
Lamesa,TX,79331,79331
Lampasas,TX,76550,76550
Lancaster,TX,75134,75146
Lane City,TX,77453,77453
Laneville,TX,75667,75667
Langtry,TX,78871,78871
Laredo,TX,78040,78046
Larue,TX,75770,75770
Lasara,TX,78561,78561
Latexo,TX,75849,75849
Laughlin Afb,TX,78843,78843
Lavon,TX,75166,75166
Lawn,TX,79530,79530
Lazbuddie,TX,79053,79053
League City,TX,77573,77574
Leakey,TX,78873,78873
Leander,TX,78641,78646
Ledbetter,TX,78946,78946
Leesburg,TX,75451,75451
Leesville,TX,78122,78122
Lefors,TX,79054,79054
Leggett,TX,77350,77350
Lelia Lake,TX,79240,79240
Leming,TX,78050,78050
Lenorah,TX,79749,79749
Leona,TX,75850,75850
Leonard,TX,75452,75452
Leroy,TX,76654,76654
Levelland,TX,79336,79338
Lewisville,TX,75029,75077
Lexington,TX,78947,78947
Liberty,TX,77575,77575
Liberty Hill,TX,78642,78642
Lillian,TX,76061,76061
Lincoln,TX,78948,78948
Lindale,TX,75771,75771
Linden,TX,75563,75563
Lindsay,TX,76250,76250
Lingleville,TX,76461,76461
Linn,TX,78563,78563
Lipan,TX,76462,76462
Lipscomb,TX,79056,79056
Lissie,TX,77454,77454
Little Elm,TX,75068,75068
Little River Academy,TX,76554,76554
Littlefield,TX,79339,79339
Liverpool,TX,77577,77577
Livingston,TX,77351,77399
Llano,TX,78643,78643
Lockhart,TX,78644,78644
Lockney,TX,79241,79241
Lodi,TX,75564,75564
Lohn,TX,76852,76852
Lolita,TX,77971,77971
Lometa,TX,76853,76853
London,TX,76854,76854
Lone Oak,TX,75453,75453
Lone Star,TX,75668,75668
Long Branch,TX,75669,75669
Longview,TX,75601,75615
Loop,TX,79342,79342
Lopeno,TX,78564,78564
Loraine,TX,79532,79532
Lorena,TX,76655,76655
Lorenzo,TX,79343,79343
Los Ebanos,TX,78565,78565
Los Fresnos,TX,78566,78566
Los Indios,TX,78567,78567
Lott,TX,76656,76656
Louise,TX,77455,77455
Lovelady,TX,75851,75851
Loving,TX,76460,76460
Lowake,TX,76855,76855
Lozano,TX,78568,78568
Lubbock,TX,79401,79499
Lueders,TX,79533,79533
Lufkin,TX,75901,75915
Luling,TX,78648,78648
Lumberton,TX,77657,77657
Lyford,TX,78569,78569
Lyons,TX,77863,77863
Lytle,TX,78052,78052
Mabank,TX,75147,75156
Macdona,TX,78054,78054
Madisonville,TX,77864,77864
Magnolia,TX,77353,77355
Malakoff,TX,75148,75148
Malone,TX,76660,76660
Manchaca,TX,78652,78652
Manor,TX,78653,78653
Mansfield,TX,76063,76063
Manvel,TX,77578,77578
Maple,TX,79344,79344
Marathon,TX,79842,79842
Marble Falls,TX,78654,78654
Marfa,TX,79843,79843
Marietta,TX,75566,75566
Marion,TX,78124,78124
Markham,TX,77456,77456
Marlin,TX,76661,76661
Marquez,TX,77865,77865
Marshall,TX,75670,75672
Mart,TX,76664,76664
Martindale,TX,78655,78655
Martinsville,TX,75958,75958
Maryneal,TX,79535,79535
Mason,TX,76856,76856
Masterson,TX,79058,79058
Matador,TX,79244,79244
Matagorda,TX,77457,77457
Mathis,TX,78368,78368
Maud,TX,75567,75567
Mauriceville,TX,77626,77626
Maxwell,TX,78656,78656
May,TX,76857,76857
Maydelle,TX,75772,75772
Maypearl,TX,76064,76064
Mc Camey,TX,79752,79752
Mc Caulley,TX,79534,79534
Mc Dade,TX,78650,78650
Mc Gregor,TX,76657,76657
Mc Leod,TX,75565,75565
Mc Neil,TX,78651,78651
Mc Queeney,TX,78123,78123
Mcadoo,TX,79243,79243
Mcallen,TX,78501,78505
Mcfaddin,TX,77973,77973
Mckinney,TX,75069,75072
Mclean,TX,79057,79057
Meadow,TX,79345,79345
Medina,TX,78055,78055
Megargel,TX,76370,76370
Melissa,TX,75454,75454
Melvin,TX,76858,76858
Memphis,TX,79245,79245
Menard,TX,76859,76859
Mentone,TX,79754,79754
Mercedes,TX,78570,78570
Mereta,TX,76940,76940
Meridian,TX,76665,76665
Merit,TX,75458,75458
Merkel,TX,79536,79536
Mertens,TX,76666,76666
Mertzon,TX,76941,76941
Mesquite,TX,75149,75187
Mexia,TX,76667,76667
Meyersville,TX,77974,77974
Miami,TX,79059,79059
Mico,TX,78056,78056
Midfield,TX,77458,77458
Midkiff,TX,79755,79755
Midland,TX,79701,79712
Midlothian,TX,76065,76065
Midway,TX,75852,75852
Milam,TX,75959,75959
Milano,TX,76556,76556
Miles,TX,76861,76861
Milford,TX,76670,76670
Millersview,TX,76862,76862
Millican,TX,77866,77866
Millsap,TX,76066,76066
Minden,TX,75680,75680
Mineola,TX,75773,75773
Mineral,TX,78125,78125
Mineral Wells,TX,76067,76068
Mingus,TX,76463,76463
Mirando City,TX,78369,78369
Mission,TX,78572,78574
Missouri City,TX,77459,77489
Mobeetie,TX,79061,79061
Monahans,TX,79756,79756
Mont Belvieu,TX,77580,77580
Montague,TX,76251,76251
Montalba,TX,75853,75853
Montgomery,TX,77316,77356
Moody,TX,76557,76557
Moore,TX,78057,78057
Moran,TX,76464,76464
Morgan,TX,76671,76671
Morgan Mill,TX,76465,76465
Morse,TX,79062,79062
Morton,TX,79346,79346
Moscow,TX,75960,75960
Moulton,TX,77975,77975
Mound,TX,76558,76558
Mount Calm,TX,76673,76673
Mount Enterprise,TX,75681,75681
Mount Pleasant,TX,75455,75456
Mount Vernon,TX,75457,75457
Mountain Home,TX,78058,78058
Muenster,TX,76252,76252
Muldoon,TX,78949,78949
Muleshoe,TX,79347,79347
Mullin,TX,76864,76864
Mumford,TX,77867,77867
Munday,TX,76371,76371
Murchison,TX,75778,75778
Myra,TX,76253,76253
Nacogdoches,TX,75961,75965
